,Qty,Price before GST
"Ready Stock Lanyard (2cm x 90cm, full colour heat transfer print on 1 side, lobster claw)",30,9.45
,40,9.28
"For White/Black Lanyards, can use our in-house stock",50,8.89
check inventory at,60,7.62
https://docs.google.com/spreadsheets/d/1TqM3N90ROtsH7wOA4hDNEQUWr1Vj2OGwUdv7jftR6oA/edit?pli=1#gid=728832207,70,7.35
,80,6.96
,90,6.75
,100,6.36
,150,5.88
,200,5.42
,250,5.19
,300,4.78
,500,4.36
,750,4.07
,1000,3.89
,1500,3.72
,2000,3.49
,,
,,
Additional Names Printing on Lanyards,updated on,02.19.2024
Additional Names Printing on Lanyards,30,4.5
,40,4.5
,50,4.5
note: prices reflected are for ONLY printing of additional names on lanyards. ,60,4.5
Does not include price of lanyard,70,4.5
,80,4.5
,90,4.5
,100,4.5
,150,3.5
,200,3.5
,250,3.5
,300,3.5
,500,3.5
,750,2.5
,1000,2.5
,1500,2.5
,1500,2.5
,,
Acrylic Card Holder- 5 to 10 working days,updated on,13/12/22
"Acrylic Card Holder Portrait (fits credit card size of 54mm x 86cm, no logo print)",50,1.95
,100,1.92
,150,1.88
,200,1.86
,250,1.85
,300,1.82
,350,1.8
,400,1.78
,500,1.75
,750,1.7
,800,1.61
,1000,1.55
,1500,1.5
,,
"Acrylic Card Holder Portrait (fits credit card size of 54mm x 86m, 1c silkscreen print)",100,2.87
,150,2.73
,200,2.71
,250,2.66
,300,2.57
,>300,ask Procurement Team to quote
,,
,,
Leather Card Holder-  5 to 10 working days,updated on,13/12/22
"Leather Card Holder (fits credit card size of 54mm x 86m, no logo print)",100,0.74
,150,0.74
,200,0.74
,250,0.74
,300,0.74
,500,0.74
,750,0.74
,1000,0.74
,1500,0.74
,,
"Leather Card Holder (fits credit card size of 54mm x 86m, 1c logo print)",100,1.59
,150,1.49
,200,1.49
,250,1.39
,300,1.39
,500,1.34
,750,1.29
,1000,1.29
,1500,1.29
,,
"Deluxe Leather Card Holder (fits credit card size of 54mm x 86m, no logo print)",updated on,24/7/23
,50,2.25
,100,1.43
,200,1.43
,300,1.43
,400,1.43
,500,1.41
,,
"Deluxe Leather Card Holder (fits credit card size of 54mm x 86m, 1c silkscreen logo print)",50,4.91
,100,2.96
,200,2.86
,300,2.76
,400,2.66
,500,2.56
,,
,,
PVC Card Holder-  5 to 10 working days,updated on,02.19.2024
"PVC Card Holder Credit Card Sized (fits credit card size of 54mm x 86m, no logo print, 50pcs/pack)",30,0.38
,40,0.38
Note: Available in both Portrait and Landscape orientation,50,0.38
,60,0.38
,70,0.38
,80,0.38
,90,0.38
,100,0.38
,150,0.38
,200,0.38
,250,0.38
,300,0.38
,500,0.38
,750,0.38
,1000,0.38
,1500,0.38
,2000,0.38
,,
"PVC Card Holder Medium Size (fits card size of 100mm x 135m, no logo print, 50 pcs/pack)",30,0.42
,40,0.42
Note: Available only in Portrait orientation,50,0.42
,60,0.42
,70,0.42
,80,0.42
,90,0.42
,100,0.42
,150,0.42
,200,0.42
,250,0.42
,300,0.42
,500,0.42
,750,0.42
,1000,0.42
,1500,0.42
,2000,0.42
,,
"PVC Card Holder A6 Large Size (fits card size of 100mm x 150mm, no logo print, 50 pcs/pack)",30,0.62
,40,0.62
Note: Available only in Portrait orientation,50,0.62
,60,0.62
,70,0.62
,80,0.62
,90,0.62
,100,0.62
,150,0.62
,200,0.62
,250,0.62
,300,0.62
,500,0.62
,750,0.62
,1000,0.62
,1500,0.62
,2000,0.62
,,
,,
Slotting of Paper Event Badges into PVC Card Holders,updated on,08.28.2024
,30 to 49,0.4
,151 to 300,0.2
,301 to 500,0.15
,501 to 1000,0.13
,>1000 pcs,0.12
,,
,,
,,
Paper Event Badges - 5 to 10 working days (pls take note these do not come with hole slot or round corners),,
"Paper Event Badges (86mm x 54mm, colour - 4c x 0c full colour 
print on 1 side on 260gsm artcard)",30,1.65
,40,1.54
,50,1.41
pls take note these do not come with hole slot or round corners ,60,1.35
,70,1.26
,80,1.19
Note: best to recommend oval hook lanyards when quoting lanyards with event badges,90,1.07
,100,0.98
,150,0.74
,200,0.55
,250,0.45
,300,0.39
,500,0.25
,750,0.18
,1000,0.15
,1500,0.12
,2000,0.09
,,
"Paper Event Badges (86mm x 54mm, colour - 4c x 4c full colour 
print on 2 side on 260gsm artcard)",30,1.7
,40,1.59
,50,1.46
pls take note these do not come with hole slot or round corners ,60,1.38
,70,1.3
,80,1.22
Note: best to recommend oval hook lanyards when quoting lanyards with event badges,90,1.1
,100,1
,150,0.75
,200,0.56
,250,0.46
,300,0.41
,500,0.26
,750,0.19
,1000,0.16
,1500,0.13
,2000,0.1
,,
"Paper Event Badges (150mmH x 100mmL, colour - 4c x 0c full colour 
print on 1 side on 260gsm artcard)",30,2.2
,40,2.09
,50,1.96
pls take note these do not come with hole slot or round corners ,60,1.9
,70,1.81
,80,1.74
Note: best to recommend oval hook lanyards when quoting lanyards with event badges,90,1.62
,100,1.53
,150,1.29
,200,1.1
,250,1
,300,0.94
,500,0.8
,750,0.73
,1000,0.7
,1500,0.67
,2000,0.64
,,
"Paper Event Badges (150mmH x 100mmL, colour - 4c x 4c full colour 
print on 2 sides on 260gsm artcard)",30,2.25
,40,2.14
,50,2.01
pls take note these do not come with hole slot or round corners ,60,1.93
,70,1.85
,80,1.77
Note: best to recommend oval hook lanyards when quoting lanyards with event badges,90,1.65
,100,1.55
,150,1.3
,200,1.11
,250,1.01
,300,0.96
,500,0.81
,750,0.74
,1000,0.71
,1500,0.68
,2000,0.65
,,
,,
Paper Event Badges with hole slot and round corners - 5 to 10 working days ,,
"Paper Event Badges (86mm x 54mm, colour - 4c x 0c full colour 
print on 1 side on 260gsm artcard, with hole slot and round corners)",30,1.67
,40,1.53
,50,1.42
,60,1.34
,70,1.28
,80,1.17
,90,1.06
Note: best to recommend oval hook lanyards when quoting lanyards with event badges,100,0.99
,150,0.76
,200,0.55
,250,0.48
,300,0.43
,500,0.29
,750,0.18
,1000,0.16
,1500,0.13
,2000,0.1
,,
"Paper Event Badges (86mm x 54mm, colour - 4c x 4c full colour 
print on 2 side on 260gsm artcard, with hole slot and round corners)",30,1.85
,40,1.73
,50,1.62
,60,1.54
,70,1.42
,80,1.29
,90,1.17
Note: best to recommend oval hook lanyards when quoting lanyards with event badges,100,1.09
,150,0.89
,200,0.64
,250,0.55
,300,0.5
,500,0.31
,750,0.25
,1000,0.21
,1500,0.17
,2000,0.12
,,
"Paper Event Badges (150mmH x 100mmL, colour - 4c x 0c full colour 
print on 1 side on 260gsm artcard, with hole slot and round corners)",30,2.47
,40,2.33
,50,2.22
,60,2.14
,70,2.08
,80,1.97
,90,1.86
Note: best to recommend oval hook lanyards when quoting lanyards with event badges,100,1.79
,150,1.56
,200,1.3
,250,1.28
,300,1.13
,500,0.98
,750,0.83
,1000,0.76
,1500,0.73
,2000,0.7
,,
"Paper Event Badges (150mmH x 100mmL, colour - 4c x 4c full colour 
print on 2 sides on 260gsm artcard, with hole slot and round corners)",30,2.65
,40,2.53
,50,2.42
,60,2.34
,70,2.22
,80,2.09
,90,1.97
Note: best to recommend oval hook lanyards when quoting lanyards with event badges,100,1.89
,150,1.69
,200,1.39
,250,1.35
,300,1.2
,500,1.05
,750,0.96
,1000,0.81
,1500,0.77
,2000,0.72
,,
,,
"PVC Event Badge - 5 to 10 working days Local, 10 to 15 working days airfreight China",updated on,14/10/2024
"PVC Event Badge (86mm x 54mm x 0.76mm, 4c x 0c Full Colour Print on 1 side on PVC, with hole slot and round corners)",50,2.58
,70,2
,80,1.89
,100,1.72
,200,1.62
,300,1.55
,500,1.42
Note: best to recommend oval hook lanyards when quoting lanyards with event badges,1000,1.31
,2000,1.3
,,
"PVC Event Badge (86mm x 54mm x 0.76mm, 4c x 4c Full Colour Print on both sides on PVC, with hole slot and round corners)",50,3.31
,70,2.72
,80,2.61
,100,2.43
,200,2.35
,300,2.23
,500,2.12
Note: best to recommend oval hook lanyards when quoting lanyards with event badges,1000,2.01
,2000,2
,,
"PVC Event Badge (140mm x 90mm x 0.76mm, 4c x 0c Full Colour Print on 1 side on PVC, with hole slot and round corners)",50,3.35
,70,2.63
,80,2.42
,100,2.38
,200,2.03
,300,1.87
,500,1.74
Note: best to recommend oval hook lanyards when quoting lanyards with event badges,750,1.6
,1000,1.52
,2000,1.46
,,
"PVC Event Badge (140mm x 90mm x 0.76mm, 4c x 4c Full Colour Print on both sides on PVC, with hole slot and round corners)",50,4.03
,70,3.35
,80,2.93
,100,2.9
,200,2.71
,300,2.55
,500,2.37
Note: best to recommend oval hook lanyards when quoting lanyards with event badges,750,2.18
,1000,2.06
,2000,1.99
,,
"PVC Event Badge (160mm x 90mm x 0.76mm, 4c x 0c Full Colour Print on 1 side on PVC, with hole slot and round corners)",50,4.17
,70,3.39
,80,2.97
,100,2.97
,200,2.44
,300,2.13
,500,2.02
Note: best to recommend oval hook lanyards when quoting lanyards with event badges,750,1.8
,1000,1.71
,2000,1.63
,,
"PVC Event Badge (160mm x 90mm x 0.76mm, 4c x 4c Full Colour Print on both sides on PVC, with hole slot and round corners)",50,4.78
,70,3.99
,80,3.49
,100,3.49
,200,3.42
,300,3.14
,500,2.93
Note: best to recommend oval hook lanyards when quoting lanyards with event badges,750,2.66
,1000,2.5
,2000,2.39
,,
,,
Urgent PVC Event Badge - 1 to 2 working days (must order before 10am),updated on,14/10/2024
"Ready Stock PVC Event Badge (86mm x 54mm x 0.76mm, 4c x 0c Full Colour Print on 1 side on PVC, with hole slot and round corners)",50,2.58
,70,2
,80,1.89
,100,1.72
Note: best to recommend oval hook lanyards when quoting lanyards with event badges,200,1.62
Note2: Ready Stock PVC Event Badges ONLY AVAILABLE in 2 sizes ,300,1.55
- 86mm x 54mm x 0.76mm,500,1.42
- 130mm x 90mm x 0.76mm,1000,1.31
,2000,1.3
,,
"PVC Event Badge (86mm x 54mm x 0.76mm, 4c x 4c Full Colour Print on both sides on PVC, with hole slot and round corners)",50,3.31
,70,2.72
,80,2.61
,100,2.43
Note: best to recommend oval hook lanyards when quoting lanyards with event badges,200,2.35
Note2: Ready Stock PVC Event Badges ONLY AVAILABLE in 2 sizes ,300,2.23
- 86mm x 54mm x 0.76mm,500,2.12
- 130mm x 90mm x 0.76mm,1000,2.01
,2000,2
,,
"Ready Stock PVC Event Badge (130mm x 90mm x 0.76mm, 4c x 0c Full Colour Print on 1 side on PVC, with hole slot and round corners)",50,7.05
,70,6.87
,80,6.53
,100,6.11
Note: best to recommend oval hook lanyards when quoting lanyards with event badges,200,5.83
Note2: Ready Stock PVC Event Badges ONLY AVAILABLE in 2 sizes ,300,5.53
- 86mm x 54mm x 0.76mm,500,5.31
- 130mm x 90mm x 0.76mm,1000,5.15
,2000,5.01
,,
"Ready Stock PVC Event Badge (130mm x 90mm x 0.76mm, 4c x 4c Full Colour Print on 2 side on PVC, with hole slot and round corners)",50,7.55
,70,7.37
,80,7.03
,100,6.61
Note: best to recommend oval hook lanyards when quoting lanyards with event badges,200,6.33
Note2: Ready Stock PVC Event Badges ONLY AVAILABLE in 2 sizes ,300,5.93
- 86mm x 54mm x 0.76mm,500,5.71
- 130mm x 90mm x 0.76mm,1000,5.45
,2000,5.26
,,
,,
Labour Fee for attaching Lanyard and PVC Event Badges,created on,3.11.2024
Labour Fee for attaching Lanyard and PVC Event Badges,50-200,0.55
,201-300,0.49
,301-400,0.45
,401-500,0.4
,>501,0.35
,,
,,
"22"" Foldable Umbrellas- 5 to 10 working days ",updated on,09.03.2024
"22"" Foldable Umbrella (silkscreen print - 1c x 0c)",30,13.43
,40,11.47
,50,10.29
,60,9.5
,70,8.94
,80,8.52
,90,8.2
,100,7.84
,150,7.45
,200,6.87
,250,6.46
,300,6.15
,500,5.81
,750,5.3
,1000,4.95
,1500,4.81
,2000,4.66
,,
,,
"22"" Foldable Umbrella (silkscreen print - 2c x 0c)",30,19.82
,40,16.28
,50,14.02
,60,12.7
,70,11.68
,80,10.91
,90,10.32
,100,9.7
,150,9.13
,200,8.5
,250,7.94
,300,7.51
,500,7.02
,750,6.36
,1000,5.7
,1500,5.57
,2000,5.45
,,
,,
"22"" Foldable Umbrella (silkscreen print - 1c x 0c)",30,15.97
,40,14.7
,50,13.6
,60,13.31
,70,12.84
,80,11.96
,90,11.88
,100,11.48
,150,11.07
,200,10.84
,250,10.62
,300,10.39
,500,10.11
,750,9.94
,1000,9.63
,1500,9.36
,2000,9.15
,,
Reversible Umbrellas,updated on,08.14.2024
"Reversible Umbrellas (22"", silkscreen print - 1c x 0c)",30,17.08
,40,15.65
,50,14.67
,60,14.08
,70,13.63
,80,13.29
,90,12.92
,100,12.48
,150,12.14
,200,11.85
,250,11.71
,300,11.53
,500,11.48
,750,11.24
,1000,11.09
,1500,10.99
,2000,10.88
,,
,,
"Reversible Umbrellas (22"", silkscreen print - 2c x 0c)",30,21.05
,40,18.52
,50,16.88
,60,15.89
,70,15.13
,80,14.53
,90,14.03
,100,13.32
,150,12.96
,200,12.65
,250,12.54
,300,12.25
,500,12.09
,750,11.92
,1000,11.74
,1500,11.65
,2000,11.56
,,
,,
"30"" Polyester Solid Fabric Golf Umbrella - 5 to 10 working days",updated on,08.15.2024
"30"" Polyester Solid Fabric Golf Umbrella (30"", No Print)",30,14.62
,40,14.05
,50,13.73
,60,13.22
,70,12.76
,80,12.48
,90,12.02
,100,11.73
,150,11.31
,200,11.13
,250,10.94
,300,10.78
,500,10.53
,750,10.36
,1000,10.12
,1500,9.84
,2000,9.67
,,
,,
"30"" Polyester Solid Fabric Golf Umbrella (30"", silkscreen print - 1c x 0c)",30,17.06
,40,15.36
,50,14.22
,60,13.47
,70,12.87
,80,12.53
,90,12.11
,100,11.68
,150,11.36
,200,11.1
,250,10.98
,300,10.85
,500,10.7
,750,10.57
,1000,10.34
,1500,10.16
,2000,9.96
,,
,,
"30"" Polyester Solid Fabric Golf Umbrella (30"", silkscreen print - 2c x 0)",30,21.83
,40,19.36
,50,17.3
,60,16.06
,70,15.11
,80,14.39
,90,13.8
,100,12.99
,150,12.64
,200,12.35
,250,12.13
,300,11.97
,500,11.72
,750,11.4
,1000,11.01
,1500,10.71
,2000,10.33
,,
,,
"Urgent 30"" Polyester Solid Fabric Golf Umbrella (30"", silkscreen print - 1c x 0c)",30,17.47
,40,16.59
,50,15.84
,60,15.48
,70,14.93
,80,14.61
,90,14.27
,100,13.96
,150,13.4
,200,12.96
,250,12.59
,300,12.29
,500,11.82
,750,11.59
,1000,11.25
,1500,10.89
,2000,10.65
,,
,,
"Urgent 30"" Polyester Solid Fabric Golf Umbrella (30"", silkscreen print - 2c x 0c)",30,22.87
,40,21.69
,50,20.6
,60,19.41
,70,18.79
,80,18.47
,90,18.04
,100,17.58
,150,17.16
,200,16.71
,250,16.18
,300,15.95
,500,15.42
,750,14.94
,1000,14.42
,1500,14.04
,2000,12.98
,,
,,
"Urgent 30"" Polyester Solid Fabric Golf Umbrella (30"", Full heat transfer print - A4 size)",30,16.69
,40,16.32
,50,15.85
,60,15.4
,70,14.95
,80,14.65
,90,14.35
,100,13.76
,150,13.56
,200,13.33
,250,13.25
,300,13.06
,500,12.93
,750,12.77
,1000,12.65
,1500,12.5
,2000,12.36
,,
,,
"30"" Straight Handle Umbrella with Pouch - 5 to 10 working days",updated on,08.15.2024
"30"" Black Straight Handle Umbrella with Pouch (30"", No Print)",30,14.83
,40,14.27
,50,13.95
,60,13.44
,70,12.98
,80,12.69
,90,12.23
,100,11.95
,150,11.53
,200,11.34
,250,11.15
,300,10.99
,500,10.73
,750,10.57
,1000,10.32
,1500,10.04
,2000,9.88
,,
,,
"30"" Black Straight Handle Umbrella with Pouch 
 (30"", silkscreen print - 1c x 0c)",30,17.27
,40,15.57
,50,14.43
,60,13.74
,70,13.23
,80,12.75
,90,12.33
,100,11.97
,150,11.58
,200,11.37
,250,11.19
,300,11.05
,500,10.91
,750,10.78
,1000,10.54
,1500,10.36
,2000,10.17
,,
,,
"30"" Black Straight Handle Umbrella with Pouch 
 (30"", silkscreen print - 2c x 0)",30,22.05
,40,19.63
,50,17.57
,60,16.27
,70,15.33
,80,14.67
,90,14.02
,100,13.29
,150,12.85
,200,12.56
,250,12.34
,300,12.18
,500,11.92
,750,11.6
,1000,11.21
,1500,10.99
,2000,10.61
,,
,,
"Urgent 30"" Straight Handle Umbrella with Pouch 
 (30"", silkscreen print - 1c x 0c)",30,17.85
,40,17.31
,50,16.86
,60,16.37
,70,16.14
,80,15.7
,90,15.15
,100,14.87
,150,14.42
,200,14.03
,250,13.86
,300,13.49
,500,13
,750,12.6
,1000,12.15
,1500,11.7
,2000,11.25
,,
,,
"Urgent 30"" Straight Handle Umbrella with Pouch 
 (30"", silkscreen print - 2c x 0c)",30,23.09
,40,21.91
,50,20.82
,60,19.63
,70,19.01
,80,18.69
,90,18.25
,100,17.8
,150,17.38
,200,16.93
,250,16.39
,300,16.16
,500,15.63
,750,15.14
,1000,14.63
,1500,14.25
,2000,13.18
,,
,,
"Urgent 30"" Straight Handle Umbrella with Pouch 
 (30"", Full heat transfer print - A4 size)",30,16.74
,40,16.28
,50,15.73
,60,15.28
,70,15.03
,80,14.76
,90,14.57
,100,14.04
,150,13.9
,200,13.74
,250,13.55
,300,13.27
,500,13.04
,750,12.89
,1000,12.77
,1500,12.65
,2000,12.6
,,
,,
"30"" Silver Coated Golf Umbrella - 5 to 10 working days",updated on,08.15.2024
"30"" Silver Coated Golf Umbrella (30"", No Print)",30,14.83
,40,14.27
,50,13.95
,60,13.44
,70,12.98
,80,12.69
,90,12.23
,100,11.95
,150,11.53
,200,11.34
,250,11.15
,300,10.99
,500,10.73
,750,10.57
,1000,10.32
,1500,10.2
,2000,10.09
,,
,,
"30"" Silver Coated Golf Umbrella (30"", silkscreen print - 1c x 0c)",30,17.27
,40,15.57
,50,14.43
,60,13.74
,70,13.23
,80,12.75
,90,12.33
,100,11.97
,150,11.58
,200,11.37
,250,11.19
,300,11.05
,500,10.91
,750,10.78
,1000,10.54
,1500,10.36
,2000,10.17
,,
,,
"30"" Silver Coated Golf Umbrella (30"", silkscreen print - 2c x 0)",30,22.05
,40,19.63
,50,17.57
,60,16.27
,70,15.33
,80,14.67
,90,14.02
,100,13.29
,150,12.85
,200,12.56
,250,12.34
,300,12.18
,500,11.92
,750,11.6
,1000,11.21
,1500,10.99
,2000,10.61
,,
,,
"Urgent 30"" Silver Coated Golf Umbrella
 (30"", silkscreen print - 1c x 0c)",30,17.85
,40,17.31
,50,16.86
,60,16.37
,70,16.14
,80,15.7
,90,15.15
,100,14.87
,150,14.42
,200,14.03
,250,13.86
,300,13.49
,500,13
,750,12.6
,1000,12.15
,1500,11.7
,2000,11.25
,,
,,
"Urgent 30"" Silver Coated Golf Umbrella
 (30"", silkscreen print - 2c x 0c)",30,23.09
,40,21.91
,50,20.82
,60,19.63
,70,19.01
,80,18.69
,90,18.25
,100,17.8
,150,17.38
,200,16.93
,250,16.39
,300,16.16
,500,15.63
,750,15.14
,1000,14.63
,1500,14.25
,2000,13.18
,,
,,
"Urgent 30"" Silver Coated Golf Umbrella
 (30"", Full heat transfer print - A4 size)",30,16.74
,40,16.28
,50,15.73
,60,15.28
,70,15.03
,80,14.76
,90,14.57
,100,14.04
,150,13.9
,200,13.74
,250,13.55
,300,13.27
,500,13.04
,750,12.89
,1000,12.77
,1500,12.65
,2000,12.6
,,
,,
,,
Classic Golf Umbrellas,updated on,09.03.2024
"Classic Golf Umbrellas (27"", silkscreen print - 1c x 0c)",30,16.5
,40,14.38
,50,13.11
,60,12.07
,70,11.3
,80,10.85
,90,10.51
,100,10.24
,150,9.48
,200,9.01
,250,8.75
,300,8.37
,500,8.25
,750,8.11
,1000,8.02
,1500,7.85
,2000,7.63
,,
"Classic Golf Umbrellas (27"", silkscreen print - 2c x 0c)",30,23.1
,40,19.55
,50,17.24
,60,15.46
,70,14.18
,80,13.36
,90,12.74
,100,12.25
,150,11.27
,200,10.75
,250,10.46
,300,9.91
,500,9.8
,750,9.54
,1000,9.36
,1500,9.19
,2000,8.98
,,
"Urgent Classic Golf Umbrellas (27"", silkscreen print - 1c x 0c)",30,17.84
,40,15.55
,50,14.17
,60,13.05
,70,12.22
,80,11.75
,90,11.39
,100,11.07
,150,10.25
,200,9.74
,250,9.47
,300,9.05
,500,8.92
,750,8.77
,1000,8.65
,1500,8.49
,2000,8.25
,,
"Urgent Classic Golf Umbrellas (27"", silkscreen print - 2c x 0c)",30,24.48
,40,22.04
,50,20.74
,60,20.15
,70,19.24
,80,18.85
,90,18.32
,100,17.68
,150,17.35
,200,16.86
,250,16.49
,300,15.97
,500,14.93
,750,14.39
,1000,12.89
,1500,12.43
,2000,11.94
,,
"Urgent Classic Golf Umbrellas (27"", Full heat transfer print - A4 size))",30,26.42
,40,24.03
,50,22.6
,60,21.96
,70,20.97
,80,20.55
,90,19.97
,100,19.06
,150,18.91
,200,18.37
,250,17.97
,300,17.41
,500,16.27
,750,15.69
,1000,14.05
,1500,13.55
,2000,13.01
,,
,,
Umbrella (J-Shape Handle),updated on,7/16/25
"Umbrella (J-Shape Handle) (24"", silkscreen print - 1c x 0c)",30,14.64
,40,12.37
,50,11
,60,10.78
,70,9.43
,80,8.95
,90,8.57
,100,8.27
,150,7.56
,200,7.36
,250,7.21
,300,6.92
,500,6.6
,750,6.33
,1000,6.19
,1500,6.02
,2000,5.91
,,
,,
"Umbrella (J-Shape Handle) (24"", silkscreen print - 2c x 0c)",30,22.05
,40,17.92
,50,15.44
,60,14.74
,70,12.61
,80,11.73
,90,11.04
,100,10.48
,150,9.51
,200,9.29
,250,9.1
,300,8.63
,500,8.13
,750,7.69
,1000,7.42
,1500,7.18
,2000,6.98
,,
,,
,,
,,
,,
,,
Auto Golf Umbrella,updated on,08.15.2024
"Auto Golf Umbrella (27"", silkscreen print - 1c x 0c)",30,18.37
,40,16.61
,50,15.44
,60,14.73
,70,14.19
,80,13.73
,90,13.36
,100,12.87
,150,12.53
,200,12.22
,250,12.13
,300,12.05
,500,11.92
,750,11.79
,1000,11.6
,1500,11.48
,2000,11.3
,,
"Auto Golf Umbrella (27"", silkscreen print - 2c x 0c)",30,23.15
,40,20.03
,50,18.04
,60,16.81
,70,15.89
,80,15.17
,90,14.58
,100,13.8
,150,13.42
,200,13.1
,250,12.83
,300,12.75
,500,12.61
,750,12.47
,1000,12.27
,1500,12.15
,2000,11.95
,,
"Urgent Auto Golf Umbrella (27"", silkscreen print - 1c x 0c)",30,19.75
,40,17.86
,50,16.59
,60,15.83
,70,15.24
,80,14.76
,90,14.35
,100,13.83
,150,13.46
,200,13.13
,250,13.04
,300,12.95
,500,12.81
,750,12.67
,1000,12.47
,1500,12.34
,2000,12.15
,,
"Urgent Auto Golf Umbrella (27"", silkscreen print - 2c x 0c)",30,24.88
,40,21.52
,50,19.38
,60,18.06
,70,17.08
,80,16.31
,90,15.66
,100,14.83
,150,14.42
,200,14.07
,250,13.79
,300,13.7
,500,13.55
,750,13.4
,1000,13.19
,1500,13.05
,2000,12.85
,,
"Urgent Auto Golf Umbrella (27"", Full heat transfer print - A4 size))",30,21.59
,40,19.51
,50,18.12
,60,17.32
,70,16.54
,80,16.11
,90,15.65
,100,15.14
,150,14.63
,200,14.37
,250,14.24
,300,14.07
,500,13.91
,750,13.69
,1000,13.55
,1500,13.34
,2000,13.12
,,
,,
"28"" Foldable Auto Umbrella with Pouch",updated on,08.15.2024
"28"" Foldable Auto Umbrella with Pouch (28"", silkscreen print - 1c x 0c)",30,16.7
,40,15.24
,50,13.91
,60,13.36
,70,12.98
,80,12.71
,90,12.32
,100,11.94
,150,11.48
,200,11.17
,250,10.89
,300,10.67
,500,10.54
,750,10.4
,1000,10.27
,1500,10.15
,2000,10.01
,,
"28"" Foldable Auto Umbrella with Pouch (28"", silkscreen print - 2c x 0c)",30,21.24
,40,18.26
,50,17.46
,60,15.8
,70,15.32
,80,14.5
,90,13.65
,100,12.63
,150,12.2
,200,11.95
,250,11.72
,300,11.6
,500,11.48
,750,11.33
,1000,11.24
,1500,11.11
,2000,10.98
,,
,,
,,
"28"" Foldable Auto Umbrella with Pouch (28"", Heat Transfer Full Colour Print in 1 panel)",1000,13.04
,,
"28"" Foldable Auto Umbrella with Pouch (28"", Hsilkscreen print - 1c x 0c)",1000,10.58
,,
"28"" Foldable Auto Umbrella with Pouch (28"", Hsilkscreen print - 2c x 0c)",1000,12.26
,,
,,
"21"" Foldable Auto Umbrella with Pouch",updated on,09.03.2024
"21"" Foldable Auto Umbrella with Pouch (21"", silkscreen print - 1c x 0c)",30,14.6
,40,13.25
,50,12.19
,60,11.48
,70,10.98
,80,10.6
,90,10.3
,100,9.91
,150,9.62
,200,9.4
,250,9.1
,300,8.87
,500,8.66
,750,8.43
,1000,8.06
,1500,7.9
,2000,7.74
,,
,,
"21"" Foldable Auto Umbrella with Pouch (21"", silkscreen print - 2c x 0c)",30,16.36
,40,14.33
,50,12.76
,60,11.72
,70,10.97
,80,10.41
,90,9.97
,100,9.46
,150,9.12
,200,8.92
,250,8.64
,300,8.34
,500,8.07
,750,7.79
,1000,7.27
,1500,7.15
,2000,7.03
,,
,,
,,
"21"" Foldable Auto Umbrella with Pouch (21"", silkscreen print - 1c x 0c)",1000,8.86
,,
,,
"21"" Foldable Auto Umbrella with Pouch (21"", silkscreen print - 2c x 0c)",1000,9.51
,,
,,
,,
"21"" Foldable Auto Umbrella with Pouch (21"", Heat Transfer Full Colour Print in 1 panel)",30,17.23
,40,15.64
,50,14.38
,60,13.55
,70,12.96
,80,12.51
,90,12.16
,100,11.7
,150,11.35
,200,11.19
,250,10.98
,300,10.73
,500,10.46
,750,10.22
,1000,9.95
,1500,9.51
,2000,9.32
,,
,,
"23"" Umbrellas",updated on,08.15.2024
"23"" Umbrellas (830mmL x 210mmW x 360mmH, silkscreen 1c x 0c)",30,11.27
,40,10.09
,50,9.32
,60,9.05
,70,8.84
,80,8.48
,90,8.35
,100,8.18
,150,7.92
,200,7.75
,250,7.45
,300,7.27
,500,7.03
,750,6.72
,1000,6.35
,1500,6.19
,,
"23"" Umbrellas (830mmL x 210mmW x 360mmH, Full colour heat transfer print A5 logo size)",30,16.33
,40,15.01
,50,14.14
,60,13.69
,70,13.63
,80,13.49
,90,13.32
,100,13.24
,150,13.09
,200,12.98
,250,12.55
,300,12.02
,500,11.73
,750,11.5
,1000,11.35
,1500,10.79
,,
"23"" Umbrellas (830mmL x 210mmW x 360mmH, Full colour heat transfer print A4 logo size)",30,19.05
,40,17.98
,50,17.86
,60,17.83
,70,17.71
,80,17.58
,90,17.48
,100,17.42
,150,17.27
,200,17.17
,250,16.56
,300,16.02
,500,15.61
,750,15.39
,1000,15.24
,1500,14.57
,,
Large Cotton Canvas Pouch - 5 to 10 working days,updated on,08.16.2024
"Large Cotton Canvas Pouch  (30cmH x 23cmL ,silkscreen print - 1c x 0c)",30,4.38
,40,4.12
,50,3.95
,60,3.86
,70,3.77
,80,3.68
,90,3.59
,100,3.51
,150,3.47
,200,3.32
,250,3.19
,300,3.12
,500,2.91
,750,2.8
,1000,2.65
,1500,2.54
,2000,2.42
,,
"Large Cotton Canvas Pouch  (30cmH x 23cmL ,silkscreen print - 2c x 0c)",30,5.4
,40,5.08
,50,4.87
,60,4.76
,70,4.65
,80,4.54
,90,4.43
,100,4.33
,150,4.24
,200,4.1
,250,3.92
,300,3.8
,500,3.59
,750,3.46
,1000,3.27
,1500,3.13
,2000,2.99
,,
Canvas Pouch - 5 to 10 working days,updated on,08.15.2024
"Canvas Pouch (11cmH x 21cmL, No Print)",30,3.31
,40,2.9
,50,2.65
,60,2.54
,70,2.38
,80,2.29
,90,2.22
,100,2.14
,150,2.05
,200,1.97
,250,1.84
,300,1.75
,500,1.68
,750,1.6
